time,sensor_accX[m/s2],sensor_accY[m/s2],sensor_accZ[m/s2],label_labeling1_label11
173,-0.3704679999999999,0.314758,0.8629459999999999,x
174,-0.396301,0.289337,0.854477,x
175,-0.421234,0.282227,0.854935,x
176,-0.407883,0.297882,0.8423459999999999,x
177,-0.383057,0.318527,0.86203,x
178,-0.367691,0.3457949999999999,0.87587,x
179,-0.373917,0.361664,0.887726,x
180,-0.376602,0.353058,0.871124,x
181,-0.3649139999999999,0.349579,0.86351,x
182,-0.334061,0.349472,0.830292,x
183,-0.331573,0.348755,0.8286899999999999,x
184,-0.368591,0.326538,0.846756,x
185,-0.40831,0.2767489999999999,0.8607940000000001,x
186,-0.440445,0.292435,0.8652190000000001,x
187,-0.4301149999999999,0.358856,0.8570399999999999,x
188,-0.403976,0.400589,0.83252,x
189,-0.391083,0.391403,0.851852,x
190,-0.37323,0.383087,0.8619540000000001,x
191,-0.390686,0.376663,0.844879,x
192,-0.40007,0.374435,0.8293459999999999,x
193,-0.413635,0.368988,0.828247,x
194,-0.410858,0.367279,0.8413700000000001,x
195,-0.398834,0.357361,0.861267,x
196,-0.38649,0.352783,0.8538819999999999,x
197,-0.386963,0.348221,0.8498540000000001,x
198,-0.38652,0.3535,0.8528290000000001,x
199,-0.384048,0.360641,0.8526459999999999,x
200,-0.380997,0.363647,0.850769,x
201,-0.373505,0.359772,0.842194,x
202,-0.37381,0.353333,0.836349,x
203,-0.383606,0.35611,0.829742,x
204,-0.394638,0.362335,0.8300930000000001,x
205,-0.407364,0.369324,0.8337709999999999,x
206,-0.41217,0.371567,0.837234,x
207,-0.4113159999999999,0.368011,0.833176,x
208,-0.406754,0.37468,0.8320770000000001,x
209,-0.400024,0.378983,0.836319,x
210,-0.402557,0.371292,0.835266,x
211,-0.395523,0.3688349999999999,0.8337549999999999,x
212,-0.396896,0.3690489999999999,0.8384860000000001,x
213,-0.396652,0.3643949999999999,0.842117,x
214,-0.396729,0.367538,0.8395389999999999,x
215,-0.387115,0.371338,0.836716,x
216,-0.386185,0.377579,0.835831,x
217,-0.3879849999999999,0.376434,0.838623,x
218,-0.38916,0.385223,0.832825,x
219,-0.390411,0.387665,0.83429,x
220,-0.391113,0.387146,0.834259,x
221,-0.390289,0.382812,0.834091,x
222,-0.391464,0.377365,0.8322299999999999,x
223,-0.393478,0.380005,0.8356629999999999,x
224,-0.398468,0.37677,0.834015,x
225,-0.402023,0.3755489999999999,0.831757,x
226,-0.401123,0.375153,0.829575,x
227,-0.40239,0.37648,0.8308559999999999,x
228,-0.404663,0.377655,0.830475,x
229,-0.404022,0.3786469999999999,0.83226,x
230,-0.3976139999999999,0.381165,0.830673,x
231,-0.393463,0.384186,0.832169,x
232,-0.394333,0.382355,0.832123,x
233,-0.395325,0.378265,0.8337709999999999,x
234,-0.393875,0.380951,0.833282,x
235,-0.392136,0.3794099999999999,0.832123,x
236,-0.396027,0.379333,0.834946,x
237,-0.394318,0.382141,0.8335110000000001,x
238,-0.392105,0.3825679999999999,0.8325959999999999,x
239,-0.39563,0.38031,0.8301540000000001,x
240,-0.398972,0.381821,0.831924,x
241,-0.397934,0.382507,0.830399,x
242,-0.398468,0.379364,0.827026,x
243,-0.398453,0.377289,0.828873,x
244,-0.40036,0.381531,0.830734,x
245,-0.4021,0.387497,0.8296049999999999,x
246,-0.40155,0.388626,0.830109,x
247,-0.399536,0.383621,0.826981,x
248,-0.398987,0.382278,0.8271790000000001,x
249,-0.3982239999999999,0.380707,0.8284299999999999,x
250,-0.397385,0.382034,0.829132,x
251,-0.397858,0.386978,0.829742,x
252,-0.396515,0.386917,0.827515,x
253,-0.394165,0.386658,0.828506,x
254,-0.395813,0.385437,0.827896,x
255,-0.400726,0.385529,0.829391,x
256,-0.4001159999999999,0.38652,0.826675,x
257,-0.3971409999999999,0.3862,0.828369,x
258,-0.398514,0.389297,0.8251950000000001,x
259,-0.399673,0.388245,0.8276819999999999,x
260,-0.400696,0.387268,0.827591,x
261,-0.402252,0.386047,0.828125,x
262,-0.4023739999999999,0.385635,0.826736,x
263,-0.400269,0.3875429999999999,0.822983,x
264,-0.400208,0.389252,0.826462,x
265,-0.399094,0.389053,0.82811,x
266,-0.4012449999999999,0.388153,0.828308,x
267,-0.3976139999999999,0.386307,0.8269350000000001,x
268,-0.398956,0.385986,0.82634,x
269,-0.397263,0.389725,0.829407,x
270,-0.398209,0.390228,0.8282780000000001,x
271,-0.3990329999999999,0.388184,0.828384,x
272,-0.399414,0.3891449999999999,0.8283229999999999,x
273,-0.399155,0.388885,0.825623,x
274,-0.397644,0.385712,0.826355,x
275,-0.3996889999999999,0.3839869999999999,0.8271790000000001,x
276,-0.404007,0.386795,0.8297120000000001,x
277,-0.399323,0.389862,0.828094,x
278,-0.401871,0.38739,0.827896,x
279,-0.400925,0.388367,0.827148,x
280,-0.3996119999999999,0.388306,0.8260040000000001,x
281,-0.398819,0.388092,0.827881,x
282,-0.3982699999999999,0.385773,0.827652,x
283,-0.401077,0.386963,0.8255459999999999,x
284,-0.403,0.385391,0.826752,x
285,-0.401352,0.389389,0.8279110000000001,x
286,-0.401627,0.386719,0.827148,x
287,-0.399796,0.38559,0.824982,x
288,-0.398544,0.389603,0.829208,x
289,-0.399536,0.388367,0.827759,x
290,-0.403198,0.387772,0.8274540000000001,x
291,-0.401062,0.384598,0.828217,x
292,-0.400848,0.3821719999999999,0.82724,x
293,-0.402206,0.385498,0.8273010000000001,x
294,-0.400955,0.385498,0.826889,x
295,-0.400452,0.389771,0.82785,x
296,-0.402634,0.389206,0.826569,x
297,-0.400391,0.387772,0.8272709999999999,x
298,-0.400177,0.385635,0.8278200000000001,x
299,-0.402527,0.384705,0.826492,x
300,-0.400055,0.386444,0.828384,x
301,-0.401566,0.38443,0.8274229999999999,x
302,-0.401794,0.385895,0.8265379999999999,x
303,-0.400909,0.38385,0.826523,x
304,-0.400833,0.385742,0.8287959999999999,x
305,-0.400284,0.384979,0.8251950000000001,x
306,-0.398788,0.386246,0.826416,x
307,-0.401169,0.383835,0.829132,x
308,-0.398285,0.385635,0.828354,x
309,-0.4001619999999999,0.385818,0.826141,x
310,-0.400345,0.386353,0.828781,x
311,-0.400284,0.3861239999999999,0.830017,x
312,-0.4039,0.385071,0.8272709999999999,x
313,-0.401688,0.385727,0.8260959999999999,x
314,-0.399918,0.384888,0.8271639999999999,x
315,-0.401657,0.384735,0.828583,x
316,-0.400787,0.386581,0.82785,x
317,-0.400208,0.387878,0.8279719999999999,x
318,-0.400742,0.387161,0.824982,x
319,-0.400452,0.386444,0.827011,x
320,-0.402313,0.387939,0.8268280000000001,x
321,-0.401688,0.387955,0.826859,x
322,-0.400711,0.38797,0.82724,x
323,-0.399567,0.3839869999999999,0.8287049999999999,x
324,-0.400574,0.386337,0.8277129999999999,x
325,-0.398148,0.38681,0.827469,x
326,-0.40065,0.385956,0.829361,x
327,-0.400452,0.386078,0.8270870000000001,x
328,-0.400879,0.38472,0.827011,x
329,-0.399414,0.383911,0.82663,x
330,-0.4002989999999999,0.386414,0.827393,x
331,-0.400314,0.384949,0.82814,x
332,-0.402176,0.385361,0.829376,x
333,-0.400681,0.384598,0.831268,x
334,-0.40155,0.383469,0.831543,x
335,-0.397522,0.384583,0.8288120000000001,x
336,-0.394974,0.383316,0.828522,x
337,-0.397003,0.384613,0.8284,x
338,-0.401413,0.383163,0.8308409999999999,x
339,-0.399246,0.3844909999999999,0.8273010000000001,x
340,-0.399658,0.383865,0.831177,x
341,-0.398346,0.383759,0.8278200000000001,x
342,-0.397415,0.386337,0.8308110000000001,x
343,-0.396561,0.387253,0.8303530000000001,x
344,-0.3983,0.384567,0.830017,x
345,-0.399429,0.384232,0.8261719999999999,x
346,-0.399017,0.383423,0.830109,x
347,-0.398132,0.3834079999999999,0.829636,x
348,-0.399002,0.383621,0.8308719999999999,x
349,-0.397736,0.384338,0.828674,x
350,-0.398438,0.384109,0.828156,x
351,-0.397751,0.381973,0.8308719999999999,x
352,-0.398346,0.3835909999999999,0.8322139999999999,x
353,-0.400681,0.384781,0.829224,x
354,-0.39888,0.386017,0.829498,x
355,-0.396896,0.382385,0.8283229999999999,x
356,-0.396942,0.383713,0.8273010000000001,x
357,-0.396927,0.381332,0.831177,x
358,-0.395966,0.383789,0.8280489999999999,x
359,-0.398376,0.384583,0.832031,x
360,-0.398315,0.385315,0.830032,x
361,-0.398483,0.385437,0.8299559999999999,x
362,-0.397263,0.382233,0.8278049999999999,x
363,-0.39769,0.383179,0.8286290000000001,x
364,-0.395477,0.382217,0.826767,x
365,-0.3972469999999999,0.382126,0.829376,x
366,-0.400406,0.384918,0.8296049999999999,x
367,-0.396301,0.382919,0.8317110000000001,x
368,-0.397644,0.384003,0.827835,x
369,-0.400391,0.387604,0.8281860000000001,x
370,-0.397232,0.3851469999999999,0.828262,x
371,-0.397217,0.383606,0.829391,x
372,-0.399918,0.3830719999999999,0.829041,x
373,-0.39682,0.383026,0.828308,x
374,-0.39534,0.382553,0.830933,x
375,-0.39624,0.383667,0.8289639999999999,x
376,-0.395309,0.385757,0.829666,x
377,-0.397964,0.382736,0.8324280000000001,x
378,-0.397919,0.383911,0.8290559999999999,x
379,-0.399597,0.384689,0.828415,x
380,-0.399506,0.388092,0.831375,x
381,-0.3986969999999999,0.3921659999999999,0.826675,x
382,-0.395203,0.3924559999999999,0.827118,x
383,-0.395386,0.3881679999999999,0.828583,x
384,-0.393509,0.382797,0.829926,x
385,-0.395233,0.386475,0.826996,x
386,-0.406052,0.389984,0.8357540000000001,x
387,-0.402176,0.386475,0.838867,x
388,-0.387436,0.379318,0.8351290000000001,x
389,-0.380463,0.380325,0.831558,x
390,-0.382721,0.378265,0.8296969999999999,x
391,-0.389694,0.373093,0.838623,x
392,-0.392075,0.368484,0.845398,x
393,-0.392059,0.371002,0.8356319999999999,x
394,-0.389954,0.3774409999999999,0.8296969999999999,x
395,-0.3946989999999999,0.376602,0.8283229999999999,x
396,-0.398361,0.373337,0.834976,x
397,-0.399078,0.3704989999999999,0.834152,x
398,-0.395416,0.377533,0.834427,x
399,-0.389938,0.379913,0.834885,x
400,-0.391434,0.381866,0.8424530000000001,x
401,-0.388336,0.386261,0.827744,x
402,-0.387421,0.390045,0.824692,x
403,-0.3891449999999999,0.389725,0.830399,x
404,-0.388397,0.396805,0.833298,x
405,-0.391785,0.390823,0.83519,x
406,-0.391266,0.381607,0.83699,x
407,-0.3886719999999999,0.384766,0.834778,x
408,-0.393738,0.386078,0.8323360000000001,x
409,-0.396088,0.393494,0.8307040000000001,x
410,-0.401367,0.3980869999999999,0.8286899999999999,x
411,-0.395798,0.398834,0.8197479999999999,x
412,-0.3798829999999999,0.402298,0.8181,x
413,-0.385864,0.403412,0.829849,x
414,-0.390717,0.406036,0.826782,x
415,-0.386017,0.406876,0.817856,x
416,-0.377289,0.405182,0.814194,x
417,-0.382812,0.412659,0.813721,x
418,-0.390121,0.4308619999999999,0.8216709999999999,x
419,-0.393021,0.452499,0.814743,x
420,-0.398361,0.440308,0.802933,x
421,-0.3980869999999999,0.4173739999999999,0.8078770000000001,x
422,-0.39949,0.41951,0.808609,x
423,-0.405045,0.419922,0.810074,x
424,-0.4154819999999999,0.417633,0.812561,x
425,-0.4095,0.427429,0.810303,x
426,-0.408951,0.436462,0.807312,x
427,-0.405426,0.438583,0.80603,x
428,-0.399536,0.440659,0.805237,x
429,-0.40007,0.438065,0.796646,x
430,-0.402237,0.446243,0.786057,x
431,-0.400192,0.4497529999999999,0.789978,x
432,-0.4021,0.454987,0.8018489999999999,x
433,-0.402802,0.4534149999999999,0.803467,x
434,-0.402969,0.448792,0.795059,x
435,-0.402451,0.443527,0.7937930000000001,x
436,-0.401855,0.450134,0.792358,x
437,-0.396454,0.4438479999999999,0.796967,x
438,-0.392426,0.444107,0.791809,x
439,-0.385986,0.4435119999999999,0.797653,x
440,-0.381088,0.445755,0.7978970000000001,x
441,-0.3791199999999999,0.444717,0.803864,x
442,-0.3803559999999999,0.438187,0.809769,x
443,-0.384338,0.446426,0.808746,x
444,-0.379242,0.456421,0.8053130000000001,x
445,-0.373749,0.467651,0.795517,x
446,-0.371796,0.469406,0.789246,x
447,-0.372101,0.466095,0.7905270000000001,x
448,-0.380798,0.4646149999999999,0.7928310000000001,x
449,-0.3875889999999999,0.464417,0.7915800000000001,x
450,-0.386337,0.4616699999999999,0.79332,x
451,-0.377258,0.460449,0.792862,x
452,-0.3765409999999999,0.461792,0.795074,x
453,-0.388412,0.45874,0.795868,x
454,-0.387405,0.467926,0.790421,x
455,-0.392792,0.468887,0.792297,x
456,-0.391281,0.463959,0.789459,x
457,-0.391953,0.458801,0.790787,x
458,-0.393234,0.452042,0.795303,x
459,-0.395325,0.448685,0.800415,x
460,-0.393585,0.453445,0.805054,x
461,-0.388336,0.4571229999999999,0.799225,x
462,-0.389267,0.462524,0.794968,x
463,-0.388702,0.464035,0.791855,x
464,-0.384827,0.463287,0.790466,x
465,-0.381805,0.467468,0.789932,x
466,-0.3806,0.4698029999999999,0.791779,x
467,-0.377319,0.4698029999999999,0.796814,x
468,-0.373779,0.470047,0.7973939999999999,x
469,-0.3770139999999999,0.473175,0.795334,x
470,-0.384201,0.473022,0.792618,x
471,-0.388275,0.468124,0.7905270000000001,x
472,-0.3905639999999999,0.464661,0.791229,x
473,-0.392517,0.4627229999999999,0.7929229999999999,x
474,-0.394485,0.458862,0.793671,x
475,-0.396271,0.460327,0.7953640000000001,x
476,-0.392914,0.458847,0.794327,x
477,-0.392242,0.462509,0.797867,x
478,-0.388474,0.4655,0.798004,x
479,-0.388046,0.462967,0.795563,x
480,-0.384125,0.460785,0.794724,x
481,-0.382202,0.461899,0.792664,x
482,-0.383652,0.463333,0.791702,x
483,-0.387436,0.4651949999999999,0.795029,x
484,-0.3825679999999999,0.4659729999999999,0.799637,x
485,-0.379807,0.470505,0.800674,x
486,-0.37999,0.471207,0.800385,x
487,-0.386719,0.4657439999999999,0.7928470000000001,x
488,-0.39473,0.455688,0.788086,x
489,-0.392792,0.458862,0.795258,x
490,-0.386993,0.46666,0.80014,x
491,-0.384857,0.4657439999999999,0.797623,x
492,-0.394501,0.461945,0.789871,x
493,-0.394394,0.453491,0.7905270000000001,x
494,-0.400345,0.459244,0.784668,x
495,-0.399948,0.459702,0.78685,x
496,-0.40007,0.460083,0.791611,x
497,-0.403397,0.461151,0.7932279999999999,x
498,-0.398422,0.4607699999999999,0.790512,x
499,-0.393204,0.463043,0.788177,x
500,-0.393082,0.464355,0.788361,x
501,-0.393402,0.462631,0.790466,x
502,-0.39119,0.463211,0.7928310000000001,x
503,-0.390503,0.465103,0.798737,x
504,-0.390884,0.4620359999999999,0.794968,x
505,-0.394485,0.4590909999999999,0.7922819999999999,x
506,-0.396606,0.456146,0.790863,x
507,-0.396378,0.4581449999999999,0.7885439999999999,x
508,-0.397446,0.457306,0.7893680000000001,x
509,-0.402802,0.45665,0.794937,x
510,-0.403625,0.46315,0.7964319999999999,x
511,-0.400604,0.4571689999999999,0.79393,x
512,-0.399872,0.451752,0.794586,x
513,-0.403091,0.457306,0.793625,x
514,-0.398346,0.463409,0.7833399999999999,x
515,-0.385742,0.4606479999999999,0.785248,x
516,-0.384216,0.455902,0.7928310000000001,x
517,-0.390976,0.4579319999999999,0.801529,x
518,-0.39119,0.459518,0.8024140000000001,x
519,-0.385391,0.457687,0.799561,x
520,-0.3885349999999999,0.459244,0.799896,x
521,-0.396042,0.463684,0.7976989999999999,x
522,-0.393906,0.468491,0.791611,x
523,-0.39563,0.466049,0.787643,x
524,-0.397568,0.463013,0.7846529999999999,x
525,-0.398254,0.46962,0.785233,x
526,-0.39035,0.4750819999999999,0.783783,x
527,-0.392624,0.471252,0.789093,x
528,-0.392578,0.474701,0.793976,x
529,-0.389328,0.483124,0.787964,x
530,-0.386902,0.4764859999999999,0.784576,x
531,-0.37851,0.4745479999999999,0.779251,x
532,-0.372803,0.475906,0.7811279999999999,x
533,-0.376266,0.4767149999999999,0.783203,x
534,-0.386154,0.4747619999999999,0.7830050000000001,x
535,-0.387375,0.472763,0.78418,x
536,-0.385956,0.4737699999999999,0.783829,x
537,-0.38559,0.468246,0.782578,x
538,-0.393982,0.465408,0.7843319999999999,x
539,-0.396317,0.4708859999999999,0.789108,x
540,-0.3961639999999999,0.471817,0.787445,x
541,-0.392532,0.46611,0.78595,x
542,-0.3910679999999999,0.466354,0.786591,x
543,-0.3924559999999999,0.474091,0.789017,x
544,-0.388657,0.477188,0.788071,x
545,-0.3856199999999999,0.476089,0.790787,x
546,-0.395203,0.468201,0.793976,x
547,-0.400833,0.4626619999999999,0.790451,x
548,-0.397598,0.467682,0.78717,x
549,-0.393356,0.467941,0.782928,x
550,-0.396194,0.4633029999999999,0.784225,x
551,-0.398132,0.4653319999999999,0.786728,x
552,-0.396729,0.470016,0.786774,x
553,-0.393784,0.468384,0.78476,x
554,-0.394821,0.470612,0.78418,x
555,-0.3991389999999999,0.471985,0.7886810000000001,x
556,-0.4039,0.470963,0.786926,x
557,-0.405609,0.467514,0.786606,x
558,-0.403488,0.465927,0.785995,x
559,-0.4006349999999999,0.4672699999999999,0.786057,x
560,-0.401825,0.466339,0.786072,x
561,-0.399277,0.467834,0.786804,x
562,-0.396667,0.465179,0.785431,x
563,-0.392853,0.467239,0.787582,x
564,-0.390213,0.465393,0.791687,x
565,-0.391388,0.467468,0.789261,x
566,-0.393204,0.465714,0.7883760000000001,x
567,-0.394073,0.463776,0.783493,x
568,-0.395859,0.4711909999999999,0.783478,x
569,-0.394897,0.4687189999999999,0.785568,x
570,-0.395386,0.466614,0.786133,x
571,-0.397095,0.463699,0.78981,x
572,-0.396454,0.466049,0.7912140000000001,x
573,-0.397461,0.465988,0.789917,x
574,-0.392242,0.465363,0.786926,x
575,-0.392212,0.465103,0.788116,x
576,-0.394806,0.465805,0.789948,x
577,-0.394623,0.467087,0.788849,x
578,-0.392807,0.463776,0.787125,x
579,-0.394012,0.463348,0.788864,x
580,-0.393158,0.464584,0.7894439999999999,x
581,-0.395721,0.4657439999999999,0.789307,x
582,-0.394119,0.4662479999999999,0.78952,x
583,-0.394638,0.465576,0.7874909999999999,x
584,-0.394501,0.4655,0.7900699999999999,x
585,-0.394455,0.464966,0.7883,x
586,-0.391876,0.466782,0.788895,x
587,-0.393082,0.464905,0.788605,x
588,-0.394196,0.466309,0.78981,x
589,-0.397903,0.465866,0.7884979999999999,x
590,-0.393906,0.464218,0.788712,x
591,-0.39801,0.460449,0.792892,x
592,-0.397522,0.462875,0.792175,x
593,-0.396072,0.4662479999999999,0.790237,x
594,-0.394318,0.4646149999999999,0.789612,x
595,-0.394394,0.46521,0.78981,x
596,-0.390701,0.464417,0.791611,x
597,-0.393478,0.466614,0.788986,x
598,-0.392105,0.4658199999999999,0.789719,x
599,-0.393997,0.463425,0.787262,x
600,-0.396057,0.464172,0.7893220000000001,x
601,-0.395615,0.466843,0.7867890000000001,x
602,-0.39183,0.465103,0.790894,x
603,-0.390076,0.4655149999999999,0.791412,x
604,-0.3930659999999999,0.461639,0.79483,x
605,-0.394897,0.46225,0.793381,x
606,-0.39563,0.4613489999999999,0.78981,x
607,-0.393036,0.461182,0.7883760000000001,x
608,-0.394012,0.465179,0.7881319999999999,x
609,-0.395264,0.468689,0.788818,x
610,-0.393845,0.4682159999999999,0.7902680000000001,x
611,-0.3961179999999999,0.4646,0.789185,x
612,-0.399292,0.4611659999999999,0.7913359999999999,x
613,-0.397842,0.461563,0.790985,x
614,-0.396194,0.460297,0.791565,x
615,-0.394104,0.462265,0.7912600000000001,x
616,-0.392761,0.4626619999999999,0.792862,x
617,-0.39119,0.46492,0.791245,x
618,-0.392151,0.464005,0.794037,x
619,-0.394791,0.4626159999999999,0.791687,x
620,-0.3961179999999999,0.4629359999999999,0.791229,x
621,-0.392517,0.46405,0.78688,x
622,-0.3876949999999999,0.463577,0.786804,x
623,-0.391373,0.462372,0.7929689999999999,x
624,-0.394806,0.466385,0.7938390000000001,x
